FILE NAME,jose_20150528_150348.csv
PROTOCOL,jose
FILE_VERSION,3.3
DATE START,28.5.2015,15:04:02
DATE END,28.5.2015,15:04:02
DEVICE,BL053-CX_OEDE43
USER,rebecca,COMMENT,no comment available
PLATETYPE,MTP-48-Flowerplate,LOT,1120-std-Temp37
MTP ROWS,6
MTP COLUMNS,8
FILTERSETS,1

FILTERSET,FILTERNAME,EX [nm],EM [nm],LAYOUT,FILTERNO,GAIN,PHASESTATISTICSSIGMA,SIGNALQUALITYTOLERANCE,REFERENCE VALUE,Process Parameters,,Calibration Parameters,,,,Criterion Parameters,,
1,Biomass,620,620,Anna,1,10,1,0,100,SET TEMPERATURE [C],37,Phi0,72.01,Biomass Slope,0,CRITERION,,
,,,,,,,,,,SET HUMIDITY [%],85,Phi100,42.41,Biomass Offset,0,FI,,
,,,,,,,,,,SET O2 [%],20.95,Phi.min,55.88,Biomass Unit,DCW [g/L],FJ,,
,,,,,,,,,,SET CO2 [%],0,Phi.max,13.69,,,FACTOR,0,
,,,,,,,,,,SET SHAKER FREQUENCY [rpm],1000,pH0,5.92,,,S0,NaN,
,,,,,,,,,,SET CYCLE TIME [min],10,dpH,0.53,,,EXTRA INFO,,
,,,,,,,,,,SET EXP TIME [h],-1,Temp. Compensation for pH Calibration,False,Temp. pH [C],37,,,
,,,,,,,,,,,,Temp. Compensation for pO2 Calibration,False,Temp. pO2 [C],37,,,

WELL No.,CONTENT,DESCRIPTION,CHANNEL,
,,,READING ->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
,,,TIME [h] ->,0.01144,0.17164,0.33838,0.50507,0.67168,0.83833,1.00514,1.17188,1.33857,1.50525,1.67184,1.83848,2.0053,2.17192,2.33867,2.50528,2.67195,2.83875,3.00534,3.172,3.33877,3.50549,3.67205,3.83889,4.00558,4.17222,4.33888,4.50556,4.67227,4.83899,5.00562,5.17222,5.33898,5.50567,5.67234,5.8391,6.00572,6.17232,6.33909,6.50586,6.67253,6.83921,7.00584,7.1726,7.33925,7.50596,7.67261,7.83924,8.00606,8.1727,8.33931,8.50602,8.67275,8.83939,9.00622,9.17277,9.33958,9.50617,9.67289,9.83961,10.00617,10.17294,10.33964,10.50639,10.67299,10.83979,11.00639,11.17316,11.33981,11.50644,11.67314,11.83988,12.00641,12.17321,12.33996,12.50651,12.67333,12.8399,13.00663,13.17321,13.34,13.50665,13.6733,13.83997,14.00664,14.17344,14.34011,14.50687,14.67364,14.84014,15.0068,15.17355,15.34026,15.50692,15.67364,15.84037,16.00706,16.1736,16.3403,16.50699,16.67377,16.84032,17.00711,17.17374,17.34046,17.50714,17.6739,17.84049,18.00726,18.17395,18.34057,18.50728,18.67402,18.84064,19.00737,19.17407,19.34074,19.50746,19.67415,19.84086,20.00751,20.1742,20.34102,20.50761,20.67431,20.84106,21.00764,21.17432,21.34104,21.50778,21.67447,21.84103,22.00775,22.17447,22.34109,22.50787,22.67457,22.84119,23.00793,23.17467,23.34134,23.50792,23.67462,23.84135,24.00816,24.17482,24.34143,24.50814,24.67475,24.84154,25.00813,25.17488,25.34158,25.50825,25.67496,25.84163,26.00834,26.17516,26.34167,26.50844,26.67511,26.84182,27.00845,27.17526,27.34173,27.50855,27.67517,27.84185,28.00862,28.17543,28.34208,28.50864,28.67538,28.84209,29.00875,29.17544,29.34209,29.50884,29.67551,29.84225,30.00889,30.17554,30.34225,30.50901,30.67564,30.84231,31.00918,31.17572,31.34235,31.5091,31.67581,31.84242,32.00918,32.17577,32.34259,32.50911,32.67598,32.84258,33.00945,33.176,33.34273,33.5094,33.67609,33.8427,34.00937,34.17613,34.34284,34.50948,34.67611,34.84287,35.00954,35.17622,35.34292,35.50968,35.67631,35.84299,36.00969,36.17635,36.343,36.50988,36.67653,36.84312,37.00984,37.17646,37.34325,37.50996,37.67658,37.84325,38.00992,38.17671,38.34332,38.51003,38.67665,38.84344,39.01001,39.17691,39.34344,39.51025,39.67681,39.84342,40.01015,40.17687,40.34373,40.5102,40.67702,40.84378,41.01032,41.17699,41.34382,41.51041,41.67716,41.84377,42.01049,42.1772,42.34388,42.51059,42.67719,42.84394,43.0106,43.1774,43.34408,43.51067,43.6773,43.84398,44.01066,44.17748,44.34415,44.51081
A01,X1,,1,12.612,12.632,12.562,12.838,13.002,12.854,12.752,12.905,13.043,12.898,12.878,13.1,13.049,12.809,13,13.017,13.059,12.982,13.184,13.162,12.948,12.98,13.064,12.856,13.084,12.896,13.018,12.874,12.877,13.071,13.059,12.882,13.076,12.777,13.081,13.073,13.165,13.279,13.285,12.905,13.006,13.102,13.185,13.266,13.132,13.257,13.275,13.368,13.306,13.39,13.452,13.368,13.495,13.389,13.669,13.523,13.688,13.759,13.803,13.719,13.716,13.809,13.812,13.908,14.185,14.223,14.252,14.334,14.451,14.535,14.528,14.462,14.585,14.783,14.723,14.845,15.052,15.139,15.306,15.473,15.445,15.686,15.896,15.863,15.891,16.092,16.365,16.446,16.489,16.696,16.673,16.924,17.298,16.878,17.557,17.27,17.688,18.019,18.099,17.852,18.085,18.478,18.313,18.726,18.749,18.705,19.074,19.558,19.454,19.612,19.209,19.269,19.707,20.213,20.037,19.889,20.496,20.402,20.051,20.715,21.038,20.962,21.133,20.813,21.16,21.376,21.109,20.969,21.347,21.148,21.529,21.608,21.635,21.539,22.069,21.442,21.972,21.391,22.227,22.053,22.205,22.241,21.699,21.694,22.759,22.054,22.172,22.737,22.13,22.508,21.873,22.172,21.902,21.695,22.076,22.641,22.226,21.825,22.226,21.766,22.15,21.476,21.461,21.315,22.307,21.855,21.87,21.695,21.764,21.719,21.952,21.363,21.905,21.968,21.968,22.223,21.72,22.722,21.633,21.958,21.337,22.133,22.403,22.063,22.068,22.208,21.57,21.875,22.03,21.872,22.356,22.626,21.603,22.081,21.471,21.517,22.149,21.598,21.691,22.416,21.696,22.32,22.079,21.957,21.948,22.32,21.965,21.965,21.981,22.275,21.884,21.507,22.453,21.275,21.747,22.036,21.907,22.079,21.757,22.237,21.452,21.839,22.051,21.674,21.64,22.179,21.599,21.935,21.615,21.679,21.786,21.965,21.953,21.948,22.093,21.584,22.292,22.157,21.969,22.082,21.888,21.737,21.689,21.969,21.389,21.471,21.599,21.721,22.032,21.017,21.771,21.935,21.414,21.705,21.854,21.812,21.164,21.328,21.129,21.293,21.162,21.015,21.157,20.754,21.047,20.898,20.597,20.754
A02,X2,,1,16.382,17.088,17.163,17.359,17.666,17.927,17.692,17.834,17.751,17.72,17.624,17.83,17.825,17.842,17.894,17.826,17.964,17.862,18.009,17.898,18.343,18.017,18.345,18.296,18.374,18.122,18.318,18.289,18.479,18.678,18.32,18.611,18.485,18.641,18.463,18.574,18.728,18.417,18.766,18.815,18.797,18.925,18.831,18.938,18.937,19.08,19.044,19.323,19.664,19.806,19.992,20.285,20.476,20.814,20.721,20.828,21.402,21.586,22.227,22.553,22.766,23.232,23.922,24.277,24.606,25.489,25.978,26.419,27.619,28.381,28.993,29.955,30.915,30.873,32.347,33.244,33.821,36.115,35.453,36.709,35.589,37.081,37.258,37.338,37.173,37.432,37.15,37.475,37.501,37.203,37.561,38.033,38.181,37.96,37.438,38.347,37.421,36.825,38.026,37.757,37.341,37.778,36.721,37.01,36.803,37.22,36.246,35.787,36.409,35.144,36.322,35.531,35.555,35.397,35.263,34.639,34.837,34.608,34.369,33.329,34.194,33.915,33.527,33.86,33.621,34.17,33.755,33.589,33.007,33.36,32.66,32.587,32.943,32.548,32.674,32.338,32.847,32.598,32.382,32.25,32.429,32.77,32.596,32.014,32.457,32.265,32.25,32.235,32.235,32.324,32.857,32.442,32.598,32.352,32.378,32.761,32.747,32.674,32.651,33.13,32.938,33.304,32.897,32.788,33.285,33.181,33.3,33.532,33.955,33.884,33.804,33.749,33.685,33.653,33.844,33.876,34.345,33.907,34.696,34.847,34.489,34.871,34.274,35.039,34.92,35.029,35.206,35.384,35.567,35.9,35.954,36.016,35.76,36.258,36.309,35.84,36.272,36.424,36.559,36.996,36.664,37.329,37.13,37.087,37.46,37.425,37.788,37.723,37.557,38.048,37.653,38.519,38.536,38.5,39.092,38.868,39.092,38.639,38.854,39.479,39.161,39.355,39.891,39.677,39.539,40.076,39.948,39.806,40.266,39.686,39.866,40.328,39.98,40.743,40.449,40.627,40.724,40.772,41.103,40.72,40.294,40.539,40.897,41.361,41.393,41.428,41.428,41.477,41.645,41.326,41.448,41.516,41.539,41.635,41.578,41.881,41.909,41.332,41.679,41.779,42.064,41.706,41.634,42.154,41.965,41.829,42.325,42.154
A03,X3,,1,12.558,12.551,12.397,12.67,12.719,12.939,12.666,12.726,12.953,12.687,12.848,12.918,12.836,12.992,12.724,12.711,13.213,12.859,12.753,12.885,12.824,12.825,12.909,13.042,13.054,12.834,12.987,13.059,13.341,13.04,13.09,13.037,13.23,13.24,13.545,13.351,13.413,13.743,13.935,13.926,14.152,14.589,14.55,15.002,15.119,15.456,15.974,16.098,16.687,17.048,17.419,18.021,17.994,18.981,18.702,19.616,19.785,20.654,21.046,21.558,22.113,22.89,23.113,23.439,24.482,24.96,25.479,25.701,26.055,26.225,26.588,26.925,27.3,26.921,27.512,28.223,27.95,27.687,29.362,28.722,28.76,28.893,28.587,28.058,27.864,27.658,28.372,28.028,28.581,29.076,28.281,28.973,27.74,27.419,27.859,28.753,28.105,28.131,27.936,27.078,27.729,28.033,27.312,27.172,26.749,27.868,27.311,26.627,26.761,26.16,26.924,27.115,26.666,26.128,26.97,25.852,26.746,25.487,26.418,25.799,25.678,25.875,25.709,25.395,24.953,25.811,25.324,25.526,24.628,24.932,24.837,24.313,23.599,24.053,23.98,23.832,24.3,23.403,23.44,23.2,23.355,22.785,22.817,22.812,22.663,22.663,22.492,22.45,22.29,22.348,22.705,22.652,22.7,22.493,22.94,22.577,22.833,22.785,23.057,23.111,22.887,22.694,22.871,23.009,23.105,23.227,22.828,22.908,23.009,23.343,22.971,23.242,23.369,23.369,23.528,23.369,23.597,23.455,23.194,23.804,23.438,23.725,23.328,23.561,23.918,23.321,23.672,24.302,23.626,23.88,23.884,23.744,24.064,24.065,23.907,24.278,24.428,23.908,24.298,24.246,24.69,24.212,24.55,24.201,24.587,24.309,25.181,24.956,25.038,25.237,25.521,25.455,25.38,25.388,25.633,25.858,26.051,25.513,25.677,26.04,26.484,26.065,26.198,26.537,26.671,27.136,27.039,26.484,26.704,27.059,27.619,27.368,27.49,27.323,27.857,27.728,27.985,28.34,28.122,27.909,28.174,28.09,28.328,28.154,28.411,29.293,29.132,29.166,28.71,28.851,29.532,29,29.412,29.477,29.537,29.813,29.378,29.781,29.812,29.565,29.704,29.887,30.376,29.482,29.634,30.412,29.424,29.87
A04,X4,,1,13.019,13.203,13.196,13.48,13.369,13.424,13.499,13.473,13.523,13.592,13.482,13.524,13.566,13.602,13.611,13.446,13.458,13.596,13.522,13.592,13.718,13.536,13.527,13.66,13.703,13.7,13.731,13.678,13.712,13.691,13.864,13.811,14.034,13.919,14.226,14.309,14.525,14.486,14.926,15.195,15.546,15.921,16.225,16.769,17.416,18.213,18.827,19.416,20.657,21.325,22.007,23.014,23.857,24.853,24.977,25.491,25.695,25.748,26.331,26.66,26.063,26.436,26.255,25.767,25.82,25.925,26.352,26.482,25.617,26.694,25.4,26.082,26.334,26.609,26.265,26.134,25.576,26.283,26.082,26.279,26.191,26.478,26.231,27.149,26.109,26.369,26.773,26.584,26.728,26.808,26.393,26.739,26.733,27.199,27.419,27.148,27.444,26.682,26.328,26.857,27.033,26.83,26.743,27.046,26.812,27.488,26.931,26.975,27.014,26.888,27.051,26.957,27.583,27.299,27.033,27.375,28.079,27.425,27.273,27.514,27.521,27.279,27.711,27.686,28.044,28.076,28.645,28.49,28.228,27.953,28.271,28.164,28.445,28.38,28.82,28.579,29.498,29.373,28.997,29.382,28.882,29.826,28.921,29.458,29.737,29.513,29.339,29.709,29.229,29.51,30.167,30.395,30.076,29.831,30.235,30.423,31.404,30.338,30.796,30.921,30.537,30.964,31.071,31.701,31.242,31.458,31.448,32.096,31.721,31.686,32.052,31.679,31.838,32.73,32.825,32.539,32.819,32.983,32.593,33.351,33.088,33.661,33.253,33.222,33.517,33.502,34.154,34.17,34.034,33.987,34.553,34.162,34.194,34.338,34.963,35.069,34.635,35.333,35.047,35.262,35.312,35.372,35.108,35.58,36.205,35.469,35.665,36.405,36.43,36.503,36.623,36.336,36.735,36.251,37.069,36.94,36.587,37.098,36.958,37.159,37.194,37.419,37.77,37.358,37.411,37.63,37.823,38.452,37.882,38.269,38.061,37.788,38.113,38.233,38.195,38.15,38.022,38.388,38.558,38.918,39.101,38.507,38.77,38.945,38.784,38.724,39.272,38.963,39.161,39.392,39.065,38.903,38.797,38.894,39.35,39.235,39.493,39.461,39.685,39.581,39.573,39.698,39.563,39.826,40.157,39.829,39.415,39.826
A05,X5,,1,17.196,17.169,17.301,17.526,17.581,17.699,17.606,17.625,17.601,17.539,17.654,17.8,17.581,17.811,17.771,17.734,17.903,17.616,17.486,17.744,17.726,17.77,17.665,17.832,17.57,17.658,17.698,17.701,17.52,17.501,17.701,17.682,17.867,17.715,17.844,17.77,18.048,18.015,17.899,17.918,17.93,17.996,18.056,18.008,18.068,18.182,18.3,18.238,18.579,18.504,18.659,18.827,18.676,18.733,18.95,19.025,19.256,19.101,19.056,19.411,19.531,19.656,19.723,19.496,19.94,20.198,20.24,20.174,20.456,20.411,20.808,20.772,21.036,21.132,21.43,21.55,21.641,21.819,21.678,22.301,22.337,22.368,23.278,22.823,22.849,23.006,23.419,23.916,23.838,24.288,24.065,24.191,24.5,24.815,24.529,24.789,25.461,24.886,25.823,26.003,25.769,25.723,26.27,26.287,26.464,27.425,26.709,26.468,26.982,27.267,27.463,26.894,27.172,27.805,27.824,28.39,28.777,28.411,29.301,28.213,28.697,27.949,28.22,28.832,28.012,28.746,28.518,28.681,28.611,29.512,28.907,28.45,29.111,28.475,28.788,28.866,28.51,28.926,29.124,28.872,28.659,28.386,28.889,29.234,28.712,28.328,28.699,28.078,28.877,28.007,28.309,28.379,27.936,28.555,28.475,28.053,28.366,27.906,27.982,28.52,28.392,28.624,28.508,28.538,28.434,28.523,28.16,28.044,27.955,28.183,28.005,27.954,27.858,28.877,27.763,27.954,27.953,27.98,28.26,28.036,28.343,28.056,28.051,27.834,28.287,27.966,27.719,27.624,28.224,27.579,28.183,27.483,27.387,27.81,27.432,27.297,27.605,27.503,27.645,27.907,27.458,27.676,27.663,27.438,27.451,27.387,27.464,26.918,27.355,27.458,27.226,27.317,27.374,27.349,27.4,27.079,27.239,27.053,26.738,27.168,27.097,26.742,26.937,26.795,26.607,27.168,26.428,26.645,26.157,26.06,26.362,26.146,26.267,25.971,25.571,25.862,26.248,25.957,26.06,25.752,25.466,25.671,26.169,25.706,25.996,25.848,25.977,26.072,26.194,25.595,26.086,25.516,25.994,26.478,26.341,26.297,26.253,26.232,26.307,26.528,26.306,26.39,26.559,26.669,26.406,26.703,26.773,26.96
A06,X6,,1,13.507,13.393,13.526,13.563,13.793,13.737,13.757,13.772,14.003,13.802,13.754,13.767,13.749,13.694,14.07,13.813,13.734,13.872,13.645,13.685,13.842,13.845,13.774,13.783,13.765,13.576,13.7,13.802,13.805,13.908,13.771,13.781,14.034,13.765,14.071,13.876,13.783,14.146,14.059,13.957,13.966,14.372,14.116,14.165,14.218,14.341,14.454,14.392,14.578,14.661,14.661,14.702,14.705,14.88,14.912,15.077,15.087,15.095,15.326,15.336,15.519,15.706,15.803,16.05,15.99,16.277,16.497,16.551,16.484,16.629,16.871,17.211,17.172,17.428,17.718,17.589,17.8,17.979,18.523,18.323,18.39,18.792,18.629,18.779,19.245,19.392,19.343,19.805,19.755,20.066,19.693,19.944,20.6,20.548,20.855,20.605,21.118,21.232,21.157,21.169,21.721,21.325,21.565,21.795,21.374,21.77,21.64,21.682,21.289,22.111,22.066,21.642,21.415,21.542,22.19,21.76,21.48,21.991,21.857,21.001,21.642,22.078,22.182,21.258,21.543,21.281,21.524,21.383,21.952,21.498,21.211,21.131,21.255,21.062,21.05,21.283,20.92,20.912,20.502,21.065,20.831,20.865,20.74,20.448,20.774,20.55,20.444,20.531,20.659,20.366,20.367,20.284,20.146,20.419,20.476,20.367,20.051,20.129,20.371,20.294,20.262,19.906,20.212,19.718,19.722,19.909,20.082,20.004,20.201,19.872,19.753,19.772,19.931,19.931,19.931,19.676,19.844,19.886,19.753,19.762,19.967,19.744,19.786,19.767,19.868,19.662,19.849,20.119,19.891,19.672,19.649,19.558,19.941,19.873,19.805,19.847,19.902,19.833,20.178,20.328,20.569,20.332,20.507,20.515,20.79,20.781,20.646,20.775,21.079,20.859,21.369,21.057,21.102,21.146,21.554,21.265,21.329,21.598,21.725,21.528,21.613,21.613,21.473,21.674,21.608,21.825,21.793,21.613,21.84,21.905,21.818,22.19,21.793,22.174,21.899,22.356,22.163,21.996,22.13,21.921,22.597,22.253,21.947,21.937,22.098,22.372,22.469,22.108,22.258,22.049,22.382,22.161,22.511,22.511,22.629,22.554,22.323,22.36,22.608,22.198,22.488,22.537,22.709,22.499,22.371,22.543,22.375,22.305
A07,X7,,1,23.028,23.119,23.444,23.498,23.601,23.712,23.551,23.57,23.628,23.657,23.67,23.531,23.604,23.606,23.674,23.584,23.605,23.601,23.694,23.556,23.614,23.673,23.966,23.704,23.725,23.72,23.836,23.798,23.741,23.757,23.829,23.752,23.833,23.888,23.936,23.92,23.827,23.927,23.969,23.953,24.031,23.85,23.888,24.052,24.091,24.067,24.069,23.976,24.162,24.083,24.176,24.1,24.105,24.324,24.635,24.248,24.358,24.412,24.434,24.451,24.508,24.632,24.638,24.556,24.638,24.836,24.793,25.014,24.96,25.131,24.869,25.051,25.15,25.24,25.422,25.479,25.545,25.502,25.551,25.809,25.815,26.007,25.854,26.303,26.015,26.369,26.428,26.521,26.665,26.713,26.614,26.865,26.985,27.042,27.136,27.274,27.318,27.532,27.368,27.583,28.013,27.938,28.259,28.216,28.298,28.026,28.61,28.497,28.627,28.532,29.019,29.014,29.039,29.26,29.375,29.31,29.126,29.586,29.586,29.929,29.555,29.991,30.158,29.978,30.02,29.991,30.53,30.02,30.108,30.179,30.211,29.723,29.681,30.13,29.999,30.331,30.2,30.012,30.114,30.179,29.905,30.498,30.199,30.128,30.153,29.897,30.075,30.061,30.668,30.118,30.199,30.363,30.076,30.469,29.979,29.911,30.125,30.082,29.837,29.961,30.185,30.003,29.982,30.199,30.189,29.799,30.235,30.214,30.189,30.158,30.013,30.023,29.928,30.215,30.119,29.801,30.116,30.274,30.108,29.691,30.158,29.935,29.998,30.257,30.041,29.621,30.236,29.827,30.076,29.555,29.648,29.56,29.944,29.442,29.996,29.449,29.628,29.685,30.155,29.802,30.226,29.343,29.46,29.33,29.543,29.536,30.101,29.715,29.318,29.228,29.35,29.628,30.012,29.309,29.713,29.456,29.649,29.749,29.887,29.811,29.613,29.903,29.669,29.725,29.896,29.743,29.711,29.806,29.797,29.668,29.682,29.715,29.937,29.543,29.661,30.012,29.851,29.886,30.087,29.776,29.818,29.896,30.068,30.344,29.732,30.323,29.872,30.101,30.032,29.882,30.176,30.419,30.025,30.09,29.924,30.039,30.087,30.039,30.391,30.534,30.027,30.534,30.603,30.581,30.635,30.928,30.782,30.581
A08,X8,,1,14.348,14.371,14.573,14.624,14.698,14.82,14.562,14.608,14.633,14.556,14.661,14.707,14.57,14.639,14.59,14.487,14.684,14.516,14.72,14.73,14.52,14.525,14.608,14.402,14.538,14.659,14.692,14.545,14.548,14.651,14.854,14.926,14.745,14.999,14.751,14.927,14.896,15.105,15.019,15.133,14.926,15.116,15.139,15.219,15.367,15.27,15.477,15.477,15.725,15.653,15.746,15.911,16.132,16.092,16.341,16.569,16.487,16.554,16.849,16.954,17.23,17.354,17.296,17.416,17.98,17.926,18.275,18.581,18.705,18.754,18.902,19.522,19.821,19.825,20.338,20.458,20.986,21.226,21.646,21.549,22.588,22.713,22.744,23.23,23.727,23.572,24.14,25.015,24.781,25.894,25.764,26.739,26.828,26.384,27.733,27.557,27.948,28.32,29.04,29.795,30.701,29.33,29.932,30.335,30.163,32.07,30.258,29.796,30.873,31.316,30.289,31.007,30.399,30.81,30.895,31.276,31.379,31.175,30.568,31.327,30.444,31.363,30.826,31.314,31.103,30.948,29.38,30.115,30.14,29.639,29.639,29.914,29.966,30.098,30.413,29.598,29.817,29.565,29.795,29.414,29.681,29.218,28.921,29.33,29.673,28.648,29.531,29.453,28.909,28.199,28.854,29.755,28.798,28.651,29.211,28.758,28.206,28.162,27.886,28.136,27.752,28.368,28.156,27.707,27.445,27.853,28.096,27.662,27.987,27.674,27.846,27.317,27.476,26.999,27.476,26.903,26.649,27.088,26.603,26.573,26.973,26.623,25.753,25.793,26.724,25.898,25.839,25.899,26.34,25.857,25.572,25.278,26.077,25.698,26.15,26.398,25.487,25.609,25.875,26.045,26.106,26.072,25.706,25.996,26.035,26.169,26.435,26.532,26.1,26.299,26.55,26.418,26.184,26.609,26.436,26.725,26.95,26.604,26.931,27.039,27.129,26.742,26.712,27.278,27.316,27.168,27.812,27.581,27.187,26.93,27.845,27.336,27.458,27.677,27.374,27.857,28.05,27.825,27.284,28.327,28.109,28.38,27.813,28.154,28.83,28.778,28.424,28.36,28.742,28.947,28.823,28.774,28.864,28.832,29.085,29.781,29.024,29.104,28.912,29.339,29.348,29.369,29.082,29.74,29.602,30.315,30.038,29.837
B01,X9,,1,12.639,12.524,12.617,12.838,12.747,12.797,12.781,12.786,12.803,12.868,12.908,12.978,12.927,12.931,12.938,12.956,12.998,13.105,12.999,13.07,12.979,13.196,12.878,12.794,12.899,12.989,12.956,12.936,12.815,13.257,12.998,12.944,13.137,13.364,12.989,12.825,13.196,13.217,13.037,13.245,13.254,13.102,13.34,13.235,13.349,13.257,13.275,13.368,13.275,13.514,13.421,13.43,13.34,13.824,13.638,13.771,13.688,13.821,13.834,14.061,13.871,14.058,14.154,14.281,14.248,14.161,14.346,14.677,14.607,14.722,14.497,14.775,14.741,15.125,15.129,15.156,15.177,15.357,15.524,15.567,15.664,15.686,15.896,16.145,16.142,16.5,16.459,16.321,16.677,16.664,17.019,17.27,17.298,17.129,17.525,17.711,17.876,17.924,17.846,17.946,18.085,18.541,18.597,18.758,18.718,19.274,18.883,19.653,19.549,19.359,19.717,19.806,20.181,20.466,20.037,20.269,20.084,20.37,20.78,20.493,20.911,20.674,21.101,21.226,21.32,22.046,21.492,22.116,21.729,21.752,21.975,21.863,22.142,22.08,22.26,22.111,22.196,22.477,22.482,22.499,21.374,22.689,22.338,22.652,22.311,22.279,22.3,22.194,22.673,22.189,22.641,22.588,22.253,22.653,21.916,22.193,22.29,22.497,22.29,22.214,22.791,22.63,21.942,22.753,22.147,21.823,22.477,21.919,22.403,22.196,22.175,22.669,22.096,22.35,22,22.414,21.688,22.371,21.984,22.245,21.91,21.974,22.243,22.445,22.132,22.239,22.525,22.227,22.477,22.637,22.483,22.466,22.466,22.593,22.016,21.902,22.084,21.758,22.431,22.448,22.436,22.416,22.047,22.406,22.335,22.769,22.222,22.094,22.302,22.404,21.916,21.892,22.581,22.689,22.55,22.55,22.26,22.368,22.399,22.624,22.355,22.097,22.019,21.771,22.253,22.147,22.308,22.484,22.452,21.647,21.593,22.126,21.921,22.399,22.221,22.421,22.228,21.577,22.066,22.147,21.565,22.059,22.14,22.227,22.42,22.018,22.114,21.786,22.065,22.178,21.255,21.419,21.576,21.705,21.628,21.683,20.842,21.424,21.804,21.002,21.064,20.95,21.254,21.109,21.112,20.608,20.856,20.915
