FILTERSETS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILTERSET,FILTERNAME,EX [nm],EM [nm],LAYOUT,FILTERNO,GAIN,PHASESTATISTICSSIGMA,SIGNALQUALITYTOLERANCE,REFERENCE VALUE,Process Parameters,,Calibration Parameters,,,,Criterion Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Biomass,620,620,Anna,1,10,1,0,100,SET TEMPERATURE [C],37,Phi0,72.01,Biomass Slope,0,CRITERION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SET HUMIDITY [%],85,Phi100,42.41,Biomass Offset,0,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SET O2 [%],20.95,Phi.min,55.88,Biomass Unit,DCW [g/L],FJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SET CO2 [%],0,Phi.max,13.69,,,FACTOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SET SHAKER FREQUENCY [rpm],1000,pH0,5.92,,,S0,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SET CYCLE TIME [min],10,dpH,0.53,,,EXTRA INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SET EXP TIME [h],-1,Temp. Compensation for pH Calibration,FALSE,Temp. pH [C],37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Temp. Compensation for pO2 Calibration,FALSE,Temp. pO2 [C],37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELL No.,CONTENT,DESCRIPTION,CHANNEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,READING ->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331
,,,TIME [h] ->,0.0101,0.17173,0.33844,0.5051,0.67178,0.8384,1.00521,1.1718,1.33847,1.50519,1.67186,1.8386,2.00531,2.17187,2.33851,2.5052,2.6719,2.83869,3.00536,3.17191,3.33861,3.50539,3.67203,3.83882,4.00535,4.17211,4.33884,4.50544,4.67216,4.8388,5.00554,5.17224,5.33886,5.50559,5.67228,5.8389,6.00551,6.17228,6.33891,6.50557,6.67225,6.83908,7.0057,7.17243,7.33899,7.50574,7.67247,7.8392,8.00574,8.17242,8.33914,8.5058,8.67251,8.83924,9.00586,9.17257,9.33924,9.50593,9.67268,9.83924,10.00598,10.17264,10.33932,10.50601,10.67262,10.83937,11.00603,11.1728,11.33948,11.50606,11.67288,11.83942,12.00624,12.17286,12.33957,12.50624,12.67291,12.8396,13.00626,13.17305,13.33966,13.5063,13.67306,13.83976,14.00636,14.17311,14.33971,14.50649,14.67316,14.83978,15.00655,15.17317,15.3398,15.50649,15.67321,15.83987,16.00666,16.17334,16.33998,16.50674,16.67328,16.83991,17.00663,17.17341,17.34003,17.50682,17.67336,17.84009,18.00665,18.17341,18.34015,18.50681,18.67345,18.84016,19.00684,19.17349,19.34024,19.5069,19.67366,19.84021,20.00694,20.17376,20.34035,20.50704,20.67375,20.84038,21.0071,21.17374,21.34034,21.50713,21.67369,21.84052,22.00715,22.17386,22.34053,22.50717,22.67381,22.8406,23.00718,23.17398,23.34065,23.50724,23.67394,23.84068,24.00731,24.17416,24.34071,24.50753,24.67415,24.84077,25.00753,25.17413,25.34072,25.50751,25.67418,25.84087,26.00747,26.17427,26.34094,26.50753,26.67427,26.84093,27.00765,27.17439,27.34098,27.50765,27.67436,27.84103,28.00773,28.17441,28.34103,28.50778,28.6745,28.84117,29.00769,29.17449,29.34126,29.5078,29.67453,29.84123,30.00785,30.17457,30.34124,30.50788,30.67474,30.84131,31.00805,31.17463,31.34129,31.50809,31.67475,31.84147,32.0082,32.17472,32.34143,32.50803,32.67481,32.84148,33.00816,33.17496,33.34155,33.5084,33.67501,33.84167,34.00837,34.17492,34.34166,34.50834,34.67505,34.84174,35.0084,35.17505,35.34178,35.50848,35.67519,35.84188,36.00852,36.17523,36.34182,36.50854,36.67525,36.84193,37.00848,37.17525,37.34187,37.50856,37.67531,37.84203,38.00861,38.17537,38.342,38.50867,38.67549,38.84205,39.0088,39.17548,39.34205,39.50879,39.67556,39.84216,40.0088,40.17556,40.34222,40.50906,40.67561,40.84218,41.00898,41.17564,41.34231,41.50903,41.67572,41.84239,42.00904,42.17584,42.3425,42.50908,42.6757,42.8424,43.00922,43.17586,43.34258,43.50917,43.67593,43.84263,44.00922,44.17588,44.34261,44.50925,44.67601,44.84269,45.00935,45.17603,45.34273,45.5094,45.67605,45.84275,46.00952,46.17612,46.34278,46.50958,46.67618,46.84289,47.00956,47.17618,47.34296,47.50958,47.6763,47.84296,48.00968,48.17623,48.34299,48.50967,48.67641,48.84306,49.00973,49.17645,49.34316,49.50978,49.67649,49.84313,50.00991,50.17649,50.34317,50.50995,50.67654,50.84331,51.01,51.17673,51.34328,51.51001,51.6766,51.84346,52.01001,52.17672,52.34338,52.51012,52.67674,52.84344,53.01,53.17679,53.34351,53.5102,53.67678,53.84349,54.01017,54.17682,54.34352,54.51033,54.67696,54.84363,55.01027
A01,X1,,1,12.097,11.985,11.939,12.024,12.037,12.079,12.094,11.949,12.1,12.046,12.103,12.163,12.1,12.055,12.144,12.024,12.026,12.068,12.167,12.085,12.007,12.084,12.123,12.117,12.132,12.143,12.151,12.073,12.131,12.225,12.242,12.085,12.093,12.115,12.196,12.107,12.187,12.162,12.11,12.178,12.115,12.213,12.227,12.198,12.238,12.181,12.215,12.14,12.117,12.12,12.137,12.085,12.131,12.125,12.188,12.157,12.169,12.067,12.169,12.18,12.249,12.044,12.084,12.053,12.188,12.194,12.139,12.147,12.086,12.147,12.142,12.171,12.214,12.086,12.159,12.078,12.067,12.142,12.086,12.196,12.167,12.182,12.092,12.075,12.167,12.132,12.176,12.109,12.176,12.181,12.248,12.137,12.204,12.254,12.225,12.14,12.117,12.233,12.245,12.285,12.257,12.227,12.233,12.332,12.274,12.248,12.21,12.221,12.329,12.495,12.382,12.484,12.291,12.542,12.367,12.487,12.492,12.46,12.495,12.501,12.56,12.557,12.501,12.577,12.574,12.618,12.522,12.68,12.627,12.665,12.779,12.812,12.839,12.827,12.724,12.715,12.724,12.839,12.894,12.988,12.894,12.882,12.932,12.997,12.939,13.02,13.094,13.12,13.094,13.206,13.226,13.197,13.051,13.328,13.234,13.203,13.257,13.319,13.374,13.257,13.312,13.393,13.442,13.474,13.48,13.538,13.574,13.476,13.694,13.493,13.732,13.681,13.583,13.587,13.609,13.898,13.778,13.713,13.723,13.736,13.84,13.878,13.921,14.06,13.966,13.911,14.157,13.985,14.085,14.07,14.092,14.157,14.16,14.199,14.264,14.213,14.115,14.31,14.209,14.43,14.382,14.307,14.307,14.46,14.592,14.375,14.382,14.602,14.527,14.805,14.662,14.655,14.814,14.641,14.826,14.71,14.847,14.84,14.84,15.052,14.958,15.096,14.84,15.24,15.338,15.305,15.392,15.349,15.432,15.479,15.49,15.529,15.576,15.551,15.565,15.608,15.573,15.638,15.76,15.865,15.648,16.106,16.053,16.053,15.961,16.336,16.242,16.098,16.592,16.368,16.34,16.238,16.803,16.129,16.685,16.873,16.819,17.121,16.685,17.088,16.861,17.194,17.48,17.361,17.304,17.5,17.7,17.414,17.647,17.647,17.725,17.529,17.831,17.685,17.672,17.929,17.966,18.142,18.04,18.214,18.142,18.665,19.132,18.398,18.89,18.609,18.903,18.6,18.863,19.165,19.273,19.104,19.361,19.834,19.389,19.553,19.819,19.67,19.632,19.787,19.74,20.138,20.138,20.311,19.96,19.942,19.782,20.1,20.532,20.681,20.34,20.943,20.543,20.488,20.419,20.555,20.195,20.767,20.434,20.794,20.779,20.555,20.624,20.522,20.722,20.893,20.83,20.573,20.619,20.769,21.13
A02,X2,,1,12.437,12.324,12.397,12.46,12.479,12.495,12.515,12.523,12.527,12.505,12.471,12.502,12.533,12.457,12.548,12.429,12.463,12.381,12.386,12.366,12.321,12.429,12.532,12.432,12.446,12.552,12.529,12.546,12.477,12.572,12.589,12.589,12.788,12.779,12.828,12.802,12.852,12.983,13.121,13.191,13.222,13.289,13.431,13.529,13.538,13.668,13.833,14.042,14.116,14.214,14.234,14.528,14.608,14.862,15.275,15.434,15.632,16.046,16.394,16.759,16.831,17.542,18.269,18.349,18.744,19.835,19.753,20.341,20.76,21.521,22.435,22.908,23.407,24.045,23.807,25.494,25.662,26.546,27.808,27.745,29.635,30.168,31.044,31.446,32.573,33.834,33.619,34.41,36.591,36.8,38.311,39.774,39.239,39.001,39.842,42.41,42.792,41.856,39.266,37.69,37.538,39.73,40.062,41.353,40.699,41.254,40.86,40.128,40.447,39.863,40.93,39.954,39.858,39.807,40.345,40.253,40.271,41.974,40.185,40.203,40.088,40.882,41.296,40.048,41.132,40.849,41.235,40.228,40.201,41.563,40.173,41.621,41.645,41.284,40.588,40.527,39.364,40.258,40.616,39.672,41.132,40.095,41.216,41.442,41.72,40.768,42.216,40.939,41.829,41.975,40.452,40.332,41.51,41.375,41.191,40.997,41.064,40.441,40.477,42.519,41.585,41.828,40.486,39.969,41.443,41.197,41.304,40.98,41.178,40.77,41.977,41.042,41.431,42.186,42.156,41.012,42.468,43.246,42.952,42.506,41.617,41.667,41.665,41.984,43.42,42.835,43.053,41.696,43.292,44.64,43.928,43.539,44.651,42.76,43.279,43.514,43.904,43.871,42.888,42.964,43.308,43.861,43.861,44.291,44.197,43.774,44.249,43.32,44.002,44.414,43.467,44.161,43.176,44.963,44.834,45.266,44.638,44.13,45.656,44.507,43.9,46.132,43.513,40.229,38.279,36.915,35.752,34.665,33.69,33.299,33.095,33.852,33.364,33.38,33.99,33.487,32.998,33.258,32.625,32.576,33.536,33.024,32.658,32.268,32.247,33.518,32.614,32.751,32.111,32.476,32.419,33.127,33.053,32.551,32.034,32.41,32.661,32.97,32.555,32.09,31.866,32.304,32.644,32.442,32.262,32.132,31.813,32.285,32.489,31.999,32.218,32.087,31.384,31.905,31.718,32.037,31.882,31.316,32.224,32.316,32.068,31.414,31.973,32.081,32.126,32.541,31.92,32.46,32.21,33.064,32.894,32.745,32.443,32.357,32.817,31.573,32.596,31.734,31.202,31.731,31.852,31.618,31.913,32.432,31.923,32.569,31.724,32.474,32.372,32.415,32.446,31.89,32.026,31.779,31.628,32.357,32.083,32.577,32.143,32.241,32.152,32.717,32.572,32.455,32.049,32.536,32.522,32.53,32.957,32.399,32.53
