	evolved_compound	grown_compound	strain	repl	growth_rate	rel_growth_rate	growth_ratio	exp_name
0	NA	butanol	MG1655	1	0.4727945467206662	-0.01684567723279118	0.965595806045558	23butanediol_041415
1	2,3-butanediol	butanol	23BD1-8	1	0.48811408268681844	-0.001526141266638914	0.9968831374711895	23butanediol_041415
2	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
3	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
4	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
5	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
6	NA	butanol	M9 blank	0	0.7203419239824509	0.23070170002899354	1.4711657432190923	23butanediol_041415
7	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
8	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
9	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
10	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
11	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
12	NA	butanol	MG1655	2	0.5051789278329178	0.015538703879460491	1.031734941533189	23butanediol_041415
13	2,3-butanediol	butanol	23BD1-8	2	0.5208082892710052	0.031168065317547844	1.0636550344371023	23butanediol_041415
14	2,3-butanediol	butanol	23BD2-4	3	0.2823023670802439	-0.20733785687321343	0.5765506044435559	23butanediol_041415
15	2,3-butanediol	butanol	23BD3-3	1	0.3257026954096398	-0.16393752854381755	0.6651877837565066	23butanediol_041415
16	2,3-butanediol	butanol	23BD3-9	2	0.36261068349934583	-0.12702954045411152	0.7405655535641077	23butanediol_041415
17	2,3-butanediol	butanol	23BD4-4	3	0.4889607830056394	-0.0006794409478179664	0.9986123669695026	23butanediol_041415
18	2,3-butanediol	butanol	23BD5-7	1	0.6708588036747589	0.18121857972130156	1.3701055813145924	23butanediol_041415
19	2,3-butanediol	butanol	23BD6-1	2	0.7933707512280057	0.30373052727454836	1.620313676074577	23butanediol_041415
20	2,3-butanediol	butanol	23BD7-10	3	0.6726828439300753	0.18304261997661792	1.3738308476756538	23butanediol_041415
21	2,3-butanediol	butanol	23BD7-7	1	0.662214557823105	0.17257433386964766	1.3524513008270571	23butanediol_041415
22	2,3-butanediol	butanol	23BD8-5	2	0.5591721190211216	0.06953189506766427	1.1420060927720546	23butanediol_041415
23	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
24	NA	butanol	MG1655	3	0.4889022843782642	-0.0007379395751931361	0.9984928942944375	23butanediol_041415
25	2,3-butanediol	butanol	23BD1-8	3	0.5071051953971397	0.017464971443682364	1.0356689883495815	23butanediol_041415
26	2,3-butanediol	butanol	23BD2-7	1	0.3026220083564705	-0.18701821559698684	0.6180497302959248	23butanediol_041415
27	2,3-butanediol	butanol	23BD3-3	2	0.3864035549929517	-0.10323666896050565	0.7891581126098031	23butanediol_041415
28	2,3-butanediol	butanol	23BD3-9	3	0.3416201665616428	-0.14802005739181456	0.6976962877014684	23butanediol_041415
29	2,3-butanediol	butanol	23BD4-7	1	0.1222380267304743	-0.36740219722298306	0.2496486619164965	23butanediol_041415
30	2,3-butanediol	butanol	23BD5-7	2	0.6606681931477397	0.17102796919428237	1.349293135709658	23butanediol_041415
31	2,3-butanediol	butanol	23BD6-1	3	0.6897566274181747	0.20011640346471732	1.4087009066553717	23butanediol_041415
32	2,3-butanediol	butanol	23BD7-4	1	0.6674480021792107	0.1778077782257534	1.3631396472906092	23butanediol_041415
33	2,3-butanediol	butanol	23BD7-7	2	0.6446610828929676	0.1550208589395103	1.316601560402533	23butanediol_041415
34	2,3-butanediol	butanol	23BD8-5	3	0.0	-0.48964022395345735	0.0	23butanediol_041415
35	NA	butanol	M9 blank	0	0.0	-0.48964022395345735	0.0	23butanediol_041415
36	NA	butanol	MG1655	4	0.49166748146260564	0.0020272575091482836	1.0041403001836324	23butanediol_041415
37	2,3-butanediol	butanol	23BD1-9	1	0.4537988827577277	-0.03584134119572968	0.9268006600717171	23butanediol_041415
38	2,3-butanediol	butanol	23BD2-7	2	0.3011971951838943	-0.18844302876956304	0.6151398117417015	23butanediol_041415
39	2,3-butanediol	butanol	23BD3-3	3	0.4201270226428701	-0.06951320131058725	0.8580320857846948	23butanediol_041415
40	2,3-butanediol	butanol	23BD4-3	1	0.5239615829956576	0.034321359042200295	1.0700950562539215	23butanediol_041415
41	2,3-butanediol	butanol	23BD4-7	2	0.4588229725354986	-0.03081725141795877	0.9370614383574661	23butanediol_041415
42	2,3-butanediol	butanol	23BD5-7	3	0.6352375616031575	0.14559733764970012	1.2973557533205031	23butanediol_041415
